	text	label
2404	the film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy . 	1
7890	however , the babies turned out to be both women . 	0
6721	now prisoners of war aboard u-boat 429 , a small group of american survivors will find their loyalties put to the ultimate test when they're forced to join their german captors to fight for their very lives . 	0
9387	set in the early 1970's , this is the tale of a young man whose fiancee has been killed , but who finds himself falling for another woman even while he is still living with his fiancee's grieving parents and being drawn into the legal battle to bring her killer to justice . 	0
8710	the visionary quest begins on the operating table , where a surgeon grafts a prototype ocular implant into his eye socket . 	0
8556	she is forced to approach roxie with an offer of a part in her vaudville act ( filling the gap left by her murdered sister ) , but roxie turns down her offer flat , thinking she needs no support in topping the bill . 	0
8960	she's telling her story because she wants to set the record straight , to correct the lies in natalie's book , which became a bestseller . 	0
5028	straight up : helicopters in action will take audiences on a series of aerial adventures . 	0
9267	"adapted from a monologue in his "" blue jam "" radio series , chris morris' first short film is a haunting black comedy about a man who no longer uses his name because he's decided he's ceased to deserve one , and a dog called rothko who says he is the man's lawyer . "	0
8622	naturally , he returns to his analyst dr . ben sobel ( crystal ) for help and finds that sobel needs some serious help himself as he has inherited the family practice , as well as an excess stock of stress . 	0
5058	years later , on a hunting trip in the maine woods , they are overtaken by a blizzard , a vicious storm in which something much more ominous moves . 	0
2249	a lot more dimensional and complex than its sunny disposition would lead you to believe . 	1
1697	my big fat greek wedding is that rare animal known as 'a perfect family film , ' because it's about family . 	1
7860	saruman's army of uruk hai is ready to launch an assault against aragorn and the people of rohan . 	0
4611	a belgian gem on the twilight existence of four sisters of a certain age drawn together reluctantly by the need to care for one of their number . 	1
3020	 . . . a somber film , almost completely unrelieved by any comedy beyond the wistful everyday ironies of the working poor . 	1
2386	i felt sad for lise not so much because of what happens as because she was captured by this movie when she obviously belongs in something lighter and sunnier , by rohmer , for example . 	1
3474	[breheny's] lensing of the new zealand and cook island locations captures both the beauty of the land and the people . 	1
7758	this may be the last chance that these stories may be documented , for unlike film and television , live theatre exists only in the memories of those who were there watching , or more importantly , creating this magic . 	0
7643	a mafia don ( om puri ) dies and leaves behind such a will which starts an unending war between guru gulab khatri ( akshay kumar ) , don's son-in law and vikrant ( rahul dev ) , don's only son . 	0
7768	they renege , but a legitimate kidney becomes available for transplant . 	0
3287	destined to make allen's fans around the world giggle , guffaw and shiver with delight . 	1
3135	it's hard to pity the 'plain' girl who becomes a ravishing waif after applying a smear of lip-gloss . rather , pity anyone who sees this mishmash . 	1
8183	the clues are few and time is running out for the students of rogers high school . 	0
8842	in this way , we will find space between these to fit smaller stones , our small necessities . 	0
6130	this documentary of cameroon's repressive political realities begins with the 1990 publication of an open letter to president biya calling for a national conference and the immediate arrest of the letter's author and publisher . 	0
7087	" "" it's amazing how one small thing can set off such an interesting chain of events . "" "	0
1980	reinforces the often forgotten fact of the world's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes . 	1
4220	a hugely rewarding experience that's every bit as enlightening , insightful and entertaining as grant's two best films -- four weddings and a funeral and bridget jones's diary . 	1
2193	it's a rosy coming-of-age romp that refuses to see the horror even in the severed heads from the guillotine . 	1
4958	"like "" this is spinal tap "" , only with more pathetic protagonists- and funnier ! "	1
4592	the film sounds like the stuff of lurid melodrama , but what makes it interesting as a character study is the fact that the story is told from paul's perspective . 	1
